cohort_count,person_years,gender,age_group,calendar_year,incidence_rate,cohort_id,database_id
0,2422.631075,No matching concept,0-9,2013,0,135,-520511347
-5,3064.870637,No matching concept,50-59,2020,-1.6313902256227593,135,-520511347
0,236.580424,No matching concept,10-19,2007,0,135,-520511347
0,2217.026694,No matching concept,10-19,2016,0,135,-520511347
0,21353.867214,No matching concept,70-79,2009,0,135,-520511347
0,2857.368925,No matching concept,60-69,2014,0,135,-520511347
0,2297.530459,No matching concept,40-49,2014,0,135,-520511347
0,2337.941136,No matching concept,20-29,2020,0,135,-520511347
0,120.323066,No matching concept,80-89,2023,0,135,-520511347
0,540.596851,No matching concept,80-89,2022,0,135,-520511347
0,442.130048,No matching concept,40-49,2007,0,135,-520511347
0,17568.714579,No matching concept,40-49,2009,0,135,-520511347
0,541.845311,No matching concept,80-89,2018,0,135,-520511347
0,2368.665298,No matching concept,40-49,2017,0,135,-520511347
0,2412.848734,No matching concept,50-59,2011,0,135,-520511347
0,3237.716632,No matching concept,50-59,2014,0,135,-520511347
0,2211.937029,No matching concept,10-19,2019,0,135,-520511347
0,190.379192,No matching concept,10-19,2023,0,135,-520511347
0,278.568104,No matching concept,20-29,2007,0,135,-520511347
0,2497.10883,No matching concept,70-79,2013,0,135,-520511347
-5,3508.555784,No matching concept,60-69,2019,-1.425087787630855,135,-520511347
0,1393.327858,No matching concept,0-9,2020,0,135,-520511347
0,1879.058179,No matching concept,30-39,2018,0,135,-520511347
0,2208.873374,No matching concept,60-69,2010,0,135,-520511347
0,1945.275838,No matching concept,30-39,2019,0,135,-520511347
0,1338.666667,No matching concept,30-39,2011,0,135,-520511347
0,1708.70089,No matching concept,30-39,2010,0,135,-520511347
0,1301.930185,No matching concept,20-29,2022,0,135,-520511347
0,1881.864476,No matching concept,0-9,2017,0,135,-520511347
0,2109.204654,No matching concept,20-29,2018,0,135,-520511347
0,10408.711841,No matching concept,50-59,2008,0,135,-520511347
0,1638.08898,No matching concept,20-29,2013,0,135,-520511347
0,340.539357,No matching concept,30-39,2007,0,135,-520511347
0,4914.053388,No matching concept,70-79,2010,0,135,-520511347
-5,3437.711157,No matching concept,60-69,2017,-1.454456110955921,135,-520511347
0,21379.665982,No matching concept,50-59,2009,0,135,-520511347
0,6015.192334,No matching concept,0-9,2008,0,135,-520511347
0,463.077344,No matching concept,0-9,2007,0,135,-520511347
0,2475.937029,No matching concept,0-9,2012,0,135,-520511347
0,1215.709788,No matching concept,0-9,2021,0,135,-520511347
0,1710.540726,No matching concept,0-9,2018,0,135,-520511347
0,1213.913758,No matching concept,20-29,2011,0,135,-520511347
0,2609.086927,No matching concept,50-59,2010,0,135,-520511347
-5,3404.722793,No matching concept,50-59,2018,-1.4685483382905176,135,-520511347
0,185.905544,No matching concept,0-9,2023,0,135,-520511347
0,2004.599589,No matching concept,20-29,2017,0,135,-520511347
0,1974.669405,No matching concept,40-49,2011,0,135,-520511347
0,2183.268994,No matching concept,20-29,2019,0,135,-520511347
0,2276.626968,No matching concept,70-79,2021,0,135,-520511347
0,1472.717317,No matching concept,20-29,2010,0,135,-520511347
0,8056.372348,No matching concept,30-39,2008,0,135,-520511347
0,2309.612594,No matching concept,0-9,2011,0,135,-520511347
-5,1892.673511,No matching concept,40-49,2021,-2.641765719729566,135,-520511347
477,1198555.148528,Female,70-79,2021,0.39797918400819965,135,-520511347
0,724510.414784,Female,10-19,2020,0,135,-520511347
217,404546.65024,Female,80-89,2020,0.536402908963066,135,-520511347
5,1336732.856947,Female,20-29,2018,0.0037404631553829195,135,-520511347
23,1465148.257358,Female,30-39,2019,0.01569807006526036,135,-520511347
280,929957.092402,Female,50-59,2022,0.3010891602286551,135,-520511347
0,2011151.227926,Female,50-59,2014,0,135,-520511347
448,1370191.389459,Female,70-79,2020,0.32696162262184864,135,-520511347
502,894194.225873,Female,70-79,2022,0.5613992860554411,135,-520511347
0,69922.94319,Female,0-9,2023,0,135,-520511347
0,850727.950719,Female,0-9,2011,0,135,-520511347
127,1518385.023956,Female,40-49,2019,0.0836414993537767,135,-520511347
0,1717346.732375,Female,50-59,2011,0,135,-520511347
426,1890698.819986,Female,60-69,2019,0.22531351661982546,135,-520511347
309,1673258.685832,Female,50-59,2020,0.18466959270338698,135,-520511347
0,1431574.297057,Female,50-59,2010,0,135,-520511347
0,1901473.648186,Female,50-59,2015,0,135,-520511347
0,1486855.353867,Female,30-39,2015,0,135,-520511347
0,390709.601643,Female,0-9,2022,0,135,-520511347
0,391302.412047,Female,10-19,2022,0,135,-520511347
100,1120524.621492,Female,40-49,2021,0.08924391136256166,135,-520511347
-5,1254625.620808,Female,20-29,2019,-0.003985252586169822,135,-520511347
0,186337.837098,Female,30-39,2007,0,135,-520511347
453,1778133.5222449999,Female,60-69,2020,0.2547615206241995,135,-520511347
215,1926617.117043,Female,50-59,2016,0.11159456546819492,135,-520511347
0,592965.779603,Female,10-19,2021,0,135,-520511347
39,1334253.754962,Female,30-39,2020,0.029229822179597863,135,-520511347
0,1379485.379877,Female,20-29,2012,0,135,-520511347
25,1062862.852841,Female,30-39,2021,0.02352137901251865,135,-520511347
0,1064012.563997,Female,30-39,2010,0,135,-520511347
0,1535795.56742,Female,40-49,2011,0,135,-520511347
119,1645312.54757,Female,40-49,2017,0.07232668356887804,135,-520511347
34,1535575.19781,Female,30-39,2018,0.022141540217952185,135,-520511347
0,861133.886379,Female,0-9,2014,0,135,-520511347
0,276554.57358,Female,50-59,2007,0,135,-520511347
0,917153.366188,Female,40-49,2009,0,135,-520511347
0,1421963.742642,Female,60-69,2011,0,135,-520511347
0,1418681.845311,Female,30-39,2012,0,135,-520511347
0,695872.476386,Female,0-9,2010,0,135,-520511347
0,267524.728268,Female,0-9,2008,0,135,-520511347
0,1578409.462012,Female,40-49,2015,0,135,-520511347
477,1500775.488022,Female,60-69,2021,0.31783568149069313,135,-520511347
0,817325.878166,Female,10-19,2011,0,135,-520511347
-5,95158.505133,Female,20-29,2023,-0.052543910741469295,135,-520511347
268,1993669.527721,Female,50-59,2017,0.13442548841399793,135,-520511347
0,1229577.470226,Female,70-79,2012,0,135,-520511347
9,1390526.220397,Female,20-29,2016,0.006472369861123848,135,-520511347
279,1835239.162218,Female,50-59,2019,0.15202378291819538,135,-520511347
381,1934921.264887,Female,60-69,2018,0.1969072369579082,135,-520511347
0,744715.373032,Female,0-9,2016,0,135,-520511347
0,1571116.643395,Female,60-69,2012,0,135,-520511347
164,357237.212868,Female,80-89,2018,0.4590787132263245,135,-520511347
-5,889861.32512,Female,20-29,2021,-0.005618853026706984,135,-520511347
0,900040.035592,Female,0-9,2012,0,135,-520511347
0,1366077.932923,Female,70-79,2013,0,135,-520511347
397,1410235.800137,Female,70-79,2019,0.28151320506927474,135,-520511347
0,1687777.196441,Female,40-49,2014,0,135,-520511347
122,771626.633812,Female,40-49,2022,0.15810755442343144,135,-520511347
0,111261.697467,Female,0-9,2007,0,135,-520511347
0,570322.715948,Female,0-9,2020,0,135,-520511347
368,1495834.124572,Female,70-79,2016,0.2460165829585517,135,-520511347
0,911407.559206,Female,0-9,2013,0,135,-520511347
0,1291793.174538,Female,40-49,2010,0,135,-520511347
101,161079.663244,Female,50-59,2023,0.6270189418449887,135,-520511347
322,1941219.446954,Female,50-59,2018,0.16587511551321804,135,-520511347
